-0.451067	1.84816	-0.261803	1.0318	-1.13939	0.644288	-0.192174	2.22178	-1.61742
-1.32567	-0.302903	-0.767082	-0.16909	1.1775	0.776077	-0.0585854	-0.491728	0.0380485
0.0624645	-0.180114	0.220553	0.405413	0.472942	-0.24432	0.704415	0.723321	1.44978
0.120249	0.719459	0.516801	-0.47625	0.221375	-1.35148	0.581211	1.44554	-0.0244405
0.773504	0.140982	1.52323	-0.650227	-0.0740723	0.904483	-0.683163	1.35613	1.18934
0.598767	0.313851	-0.496552	-1.32045	1.78881	-0.225256	0.0172879	0.198598	-1.1873
-0.675723	0.309913	0.032849	0.824612	-1.84349	-0.333994	1.56369	0.475588	-0.544975
0.762318	-0.956186	-0.0351718	0.320142	-0.349576	0.55312	0.86209	-0.616802	-1.29725
-0.433152	0.763928	-1.71655	-0.316402	-0.67511	-0.59517	3.70182	1.70498	-0.29441
-1.05017	-1.33364	-1.66819	0.102995	-0.663789	-0.807752	-0.168532	0.0210906	-0.221742
0.290278	-0.980335	0.197089	0.486432	-0.46865	0.612725	0.684329	1.16398	0.949038
-0.569353	-0.44327	-1.25785	-1.17184	-0.136497	1.19245	-0.109105	0.0386926	-0.415555
-1.17945	0.580135	2.01287	0.269058	0.513386	-1.31237	0.442228	-1.0399	-1.2088
-3.12854	-0.756065	0.472374	-1.05276	0.908719	0.588358	-0.531299	-0.802618	-0.382574
0.0196114	0.397194	-1.07983	0.0377909	0.756086	-0.231133	2.23032	-1.15907	0.838223
-0.361307	0.0924106	-1.57123	-0.609684	0.787179	0.10684	1.76521	0.498044	-0.761968
0.580042	-2.64071	1.62142	1.01835	-0.170049	0.805367	-0.157897	2.71347	-0.206147
1.44198	0.126652	0.0205307	-0.611786	-1.2005	-0.238227	0.614269	1.15614	1.88345
1.57539	0.36926	-1.44332	-0.190661	-1.86805	0.634645	-0.461062	-0.246697	-1.0315
-0.110636	0.840645	0.101164	-0.74534	-0.724818	1.03749	0.0292893	0.26141	-1.48743
1.14809	0.700206	1.1448	0.796836	0.266228	0.118202	0.959407	0.137554	-0.590198
0.0590477	0.184711	1.40719	0.367721	-1.78235	1.42021	1.36561	0.921994	0.438584
-0.221137	0.547228	0.281174	0.763865	-0.253035	1.19813	-2.15055	-1.4242	0.0226449
-0.513623	-0.556954	-0.298606	-0.460912	-0.707021	-0.982449	-0.931961	0.749214	0.32694
-1.32135	0.11719	-0.0348281	1.06251	1.87139	-0.70797	-0.179375	-0.888433	-1.50323
